IssueLabelID,Title,Description.Element:Text,Title_Description.Element:Text,Label.Element:Text,Assignee,CreatedAt,ClosedAt
18634,CoreCLR fails to run when mlock is unavailable,"CoreCLR uses  as something like:

    mmap(NULL 4096 PROT_READ|PROT_WRITE MAP_PRIVATE|MAP_ANONYMOUS -1 0) = 0x7fbd542bb000
    mlock(0x7fbd542bb000 4096)       = -1 EPERM (Operation not permitted)
    write(2 ""Failed to initialize CoreCLR HR""... 49) = 49

As a result this makes it basically impossible to build coreclr in some Linux distribution build systems.","CoreCLR fails to run when mlock is unavailable CoreCLR uses  as something like:

    mmap(NULL 4096 PROT_READ|PROT_WRITE MAP_PRIVATE|MAP_ANONYMOUS -1 0) = 0x7fbd542bb000
    mlock(0x7fbd542bb000 4096)       = -1 EPERM (Operation not permitted)
    write(2 ""Failed to initialize CoreCLR HR""... 49) = 49

As a result this makes it basically impossible to build coreclr in some Linux distribution build systems.",area-PAL,tmds,26/06/2018 1:56,21/11/2018 5:52
18632,Enable FEATURE_GDBJIT on default builds,On Linux/OSX it would be very nice if the default distributing has FEATURE_GDBJIT enabled so the debugging experience doesn't require manual building of SOS to have *some* debugging experience (presuming one sets the envvar needed for this),Enable FEATURE_GDBJIT on default builds On Linux/OSX it would be very nice if the default distributing has FEATURE_GDBJIT enabled so the debugging experience doesn't require manual building of SOS to have *some* debugging experience (presuming one sets the envvar needed for this),area-Diagnostics,mikem8361,,
18630,comcallablewrapper has very misleading commentary,"As part of the gutting of FEATURE_CORECLR ifdefs (https://github.com/dotnet/coreclr/commit/54891e0650e69f08832f75a40dc102efc6115d38#diff-ade4b3276f9a170febb781e66ab30039) appx-specific functionality got removed but this comment (https://github.com/dotnet/coreclr/blob/master/src/vm/comcallablewrapper.cpp#L1927-L1937) wasn't updated sending me on a wild goose chase for a few hours.

Was going to submit a PR but guidelines indicate bar wouldn't be met. I disagree hence this issue. Hope we can all agree this comment should be edited.

cc: @danmosemsft ","comcallablewrapper has very misleading commentary As part of the gutting of FEATURE_CORECLR ifdefs (https://github.com/dotnet/coreclr/commit/54891e0650e69f08832f75a40dc102efc6115d38#diff-ade4b3276f9a170febb781e66ab30039) appx-specific functionality got removed but this comment (https://github.com/dotnet/coreclr/blob/master/src/vm/comcallablewrapper.cpp#L1927-L1937) wasn't updated sending me on a wild goose chase for a few hours.

Was going to submit a PR but guidelines indicate bar wouldn't be met. I disagree hence this issue. Hope we can all agree this comment should be edited.

cc: @danmosemsft ",area-Interop,danmosemsft,25/06/2018 18:00,26/06/2018 6:13
18619,Add a memory budget to the GC,"As I understand it GC time is *very roughly* proportional to the number of object references alive. The total time an application spends in GC is also proportional to the number of (full) collections happening. It seems that on servers with a lot of memory there is an optimization opportunity: Collect less often. Simply allow huge amounts of garbage to build up. Allow 10 GBs of garbage to build up and blast it all away in a single G2 collection.

The .NET GC is very autotuning which is a great thing. For that reason by default the GC does not allow too much garbage to build up. This is a good thing because we don't want to impact other apps running on the server. Also this might not improve performance in all cases.

But the GC does not know what a developer is able to know. Developers can measure different GC settings and pick the best one. Developers also know their optimization goal (memory usage vs. CPU usage).

I therefore propose to add a simple tuning knob to the GC to tell it to use more memory than normal. I'm not sure what the best way to specify this would be. Maybe a setting . The developer can calculate an appropriate value at app startup based on the machine hardware. Or he can dynamically adjust this value based on free memory and based on the workload.

Use cases:

1. Server apps on servers with a lot of memory. My ASP.NET apps tend to use a few hundred MBs of memory on servers with many GBs of memory. A lot of memory ends up unused.
2. Console apps running GC heavy batch workloads.
3. Cloud apps where possibly total cost can be reduced by switching to a memory heavy instance. Pay more for memory and save on GC CPU cycles.
4. Games which want to experience less GC pauses on machines with ample memory.
","Add a memory budget to the GC As I understand it GC time is *very roughly* proportional to the number of object references alive. The total time an application spends in GC is also proportional to the number of (full) collections happening. It seems that on servers with a lot of memory there is an optimization opportunity: Collect less often. Simply allow huge amounts of garbage to build up. Allow 10 GBs of garbage to build up and blast it all away in a single G2 collection.

The .NET GC is very autotuning which is a great thing. For that reason by default the GC does not allow too much garbage to build up. This is a good thing because we don't want to impact other apps running on the server. Also this might not improve performance in all cases.

But the GC does not know what a developer is able to know. Developers can measure different GC settings and pick the best one. Developers also know their optimization goal (memory usage vs. CPU usage).

I therefore propose to add a simple tuning knob to the GC to tell it to use more memory than normal. I'm not sure what the best way to specify this would be. Maybe a setting . The developer can calculate an appropriate value at app startup based on the machine hardware. Or he can dynamically adjust this value based on free memory and based on the workload.

Use cases:

1. Server apps on servers with a lot of memory. My ASP.NET apps tend to use a few hundred MBs of memory on servers with many GBs of memory. A lot of memory ends up unused.
2. Console apps running GC heavy batch workloads.
3. Cloud apps where possibly total cost can be reduced by switching to a memory heavy instance. Pay more for memory and save on GC CPU cycles.
4. Games which want to experience less GC pauses on machines with ample memory.
",area-GC,luhenry,,
18617,macOS Mojave: Support for Hardened Runtime,"From https://github.com/xamarin/xamarin-macios/issues/4288 / https://github.com/mono/mono/issues/9210 :

In macOS Mojave Apple has introduced support for Hardened Runtime. (This is fully explained somewhere in the WWDC 2018 slides but I cannot right now find exactly where.) One of the hardening mechanisms is a limitation on JIT techniques. It is still fully possible and supported but the MAP_JIT flag must be passed to mmap() calls and a specific entitlement must also be present in the code signature. 

https://developer.apple.com/videos/play/wwdc2018/702/ 20 minute mark has details.","macOS Mojave: Support for Hardened Runtime From https://github.com/xamarin/xamarin-macios/issues/4288 / https://github.com/mono/mono/issues/9210 :

In macOS Mojave Apple has introduced support for Hardened Runtime. (This is fully explained somewhere in the WWDC 2018 slides but I cannot right now find exactly where.) One of the hardening mechanisms is a limitation on JIT techniques. It is still fully possible and supported but the MAP_JIT flag must be passed to mmap() calls and a specific entitlement must also be present in the code signature. 

https://developer.apple.com/videos/play/wwdc2018/702/ 20 minute mark has details.",area-VM,janvorli,,
18611,[WIP] Test with tiering,For https://github.com/dotnet/coreclr/pull/18610,[WIP] Test with tiering For https://github.com/dotnet/coreclr/pull/18610,* NO MERGE *,kouvel,,
18610,Apply tiering's call counting delay more broadly,"Issues
- When some time passes between process startup and first significant use of the app startup perf with tiering can be slower because the call counting delay is no longer in effect
- This is especially true when the process is affinitized to one cpu

Fixes
- Initiate and prolong the call counting delay upon tier 0 activity (jitting or r2r code lookup for a new method)
- Stop call counting for a called method when the delay is in effect
- Stop (and don't start) tier 1 jitting when the delay is in effect
- After the delay resume call counting and tier 1 jitting
- If the process is affinitized to one cpu at process startup multiply the delay by 10

No change in benchmarks.","Apply tiering's call counting delay more broadly Issues
- When some time passes between process startup and first significant use of the app startup perf with tiering can be slower because the call counting delay is no longer in effect
- This is especially true when the process is affinitized to one cpu

Fixes
- Initiate and prolong the call counting delay upon tier 0 activity (jitting or r2r code lookup for a new method)
- Stop call counting for a called method when the delay is in effect
- Stop (and don't start) tier 1 jitting when the delay is in effect
- After the delay resume call counting and tier 1 jitting
- If the process is affinitized to one cpu at process startup multiply the delay by 10

No change in benchmarks.",area-VM,kouvel,,
18609,Mirror changes from dotnet/corert,"This PR contains mirrored changes from dotnet/corert


**Please REBASE this PR when merging**","Mirror changes from dotnet/corert This PR contains mirrored changes from dotnet/corert


**Please REBASE this PR when merging**",,Anipik,,
18607,What is the proper way of doing incremental builds on Windows?,I am trying to make changes to native components (eg.  after configuring.,What is the proper way of doing incremental builds on Windows? I am trying to make changes to native components (eg.  after configuring.,area-Infrastructure-coreclr,jkotas,23/06/2018 0:01,
18603,RyuJIT and SIMD - suboptimal codegen when performing bitmask comparisons," which sets both _ZF_ and _CF_ (see http://www.felixcloutier.com/x86/PTEST.html).

category:cq
theme:vector-codegen
skill-level:expert
cost:medium","RyuJIT and SIMD - suboptimal codegen when performing bitmask comparisons  which sets both _ZF_ and _CF_ (see http://www.felixcloutier.com/x86/PTEST.html).

category:cq
theme:vector-codegen
skill-level:expert
cost:medium",area-CodeGen,jkotas,22/06/2018 15:29,
18602,"""Go to disassembly"" in VS aborts debugging session","Repro:

- Attach VS to CoreCLR process
- Find frame in System.Private.Corelib
- Select ""Go to disassembly""

Result: 

msvsmon.exe crashes
","""Go to disassembly"" in VS aborts debugging session Repro:

- Attach VS to CoreCLR process
- Find frame in System.Private.Corelib
- Select ""Go to disassembly""

Result: 

msvsmon.exe crashes
",area-Diagnostics,noahfalk,,
18599,Dllimport does not find libraries outside of system default (Linux),"@furoraest commented on [Sun May 20 2018](https://github.com/dotnet/core/issues/1575)

when doing PInvoke call like
[DllImport(""mylib"")]
        private static extern int some_external_func();
the dotnet does not find library unless in its some system default (like /usr/lib)
If to explicitly state the actual library name like ""libmylib.so.0.0.0"" it will find it 
ldconfig is finding the libraries correctly using ld.so.conf and stating custom library folder.
Temporary solution was to add LD_LIBRARY_PATH to the running environment  pointing to the library folder which should not be necessary if the ldconfig lists those libraries already.
If already linked library tries to use other library (outside the system default) when the dotnet program will get error:
dotnet: symbol lookup error: /usr/local/lib/libmylib.so: undefined symbol: _ZN2gr6some9awesome4functionEmmPcibi
Used platform: Ubuntu 18.04 and SDK 2.1 RC1
My current solution is to handload the all required libraries using this code:
[DllImport(""dl"")]
        private static extern IntPtr dlopen (string file int mode);
and then in the function somewhere before first call of the PInvoked function call out the libraries
dlopen(""libmyawesomelib-x.y.z.0.so.0.0.0"" RTLD_LAZY|RTLD_GLOBAL);
dlopen(""libmyawesomelib2-x.y.z.0.so.0.0.0"" RTLD_LAZY|RTLD_GLOBAL);


","Dllimport does not find libraries outside of system default (Linux) @furoraest commented on [Sun May 20 2018](https://github.com/dotnet/core/issues/1575)

when doing PInvoke call like
[DllImport(""mylib"")]
        private static extern int some_external_func();
the dotnet does not find library unless in its some system default (like /usr/lib)
If to explicitly state the actual library name like ""libmylib.so.0.0.0"" it will find it 
ldconfig is finding the libraries correctly using ld.so.conf and stating custom library folder.
Temporary solution was to add LD_LIBRARY_PATH to the running environment  pointing to the library folder which should not be necessary if the ldconfig lists those libraries already.
If already linked library tries to use other library (outside the system default) when the dotnet program will get error:
dotnet: symbol lookup error: /usr/local/lib/libmylib.so: undefined symbol: _ZN2gr6some9awesome4functionEmmPcibi
Used platform: Ubuntu 18.04 and SDK 2.1 RC1
My current solution is to handload the all required libraries using this code:
[DllImport(""dl"")]
        private static extern IntPtr dlopen (string file int mode);
and then in the function somewhere before first call of the PInvoked function call out the libraries
dlopen(""libmyawesomelib-x.y.z.0.so.0.0.0"" RTLD_LAZY|RTLD_GLOBAL);
dlopen(""libmyawesomelib2-x.y.z.0.so.0.0.0"" RTLD_LAZY|RTLD_GLOBAL);


",area-Interop,AaronRobinsonMSFT,,
18594,Consolidate testing guidelines,There are multiple documents under https://github.com/dotnet/coreclr/tree/master/Documentation/building that describe how testing can be accomplished. These docs include building and running tests. However since we are using platform agnostic tools the instructions should also be largely agnostic of platform. Minor command line differences but that are basically limited to use the .,Consolidate testing guidelines There are multiple documents under https://github.com/dotnet/coreclr/tree/master/Documentation/building that describe how testing can be accomplished. These docs include building and running tests. However since we are using platform agnostic tools the instructions should also be largely agnostic of platform. Minor command line differences but that are basically limited to use the .,area-Infrastructure-coreclr,AaronRobinsonMSFT,22/06/2018 2:57,
18586,Mirror changes from dotnet/corert,"This PR contains mirrored changes from dotnet/corert


**Please REBASE this PR when merging**","Mirror changes from dotnet/corert This PR contains mirrored changes from dotnet/corert


**Please REBASE this PR when merging**",,jkotas,,
18582,optimize fgMorphTree for GenTreeArgList,"We can't usually have deep trees because importer restricts trees depth:
https://github.com/dotnet/coreclr/blob/da40cb1ca8779566ca53ed6bd2fa67a926b29b38/src/jit/importer.cpp#L10173-L10178

However it doesn't restrict depth of .

Fixes DevDiv_635180.


No asm diffs no measurable instruction retired diff for System.Private.CoreLib.
","optimize fgMorphTree for GenTreeArgList We can't usually have deep trees because importer restricts trees depth:
https://github.com/dotnet/coreclr/blob/da40cb1ca8779566ca53ed6bd2fa67a926b29b38/src/jit/importer.cpp#L10173-L10178

However it doesn't restrict depth of .

Fixes DevDiv_635180.


No asm diffs no measurable instruction retired diff for System.Private.CoreLib.
",area-CodeGen,sandreenko,21/06/2018 9:45,30/06/2018 6:38
18580,Deadlock occuring after calling GetTypes() in visual studio,"First of all I'm new to this I'm not even sure I'm posting this at the right place. That being said here is my problem.

I have a C# application that lazy load a dll. In the constructor of a static class in that dll I have a call to GetTypes(). The problem seems to occur with a specific timming and only happens when running the application from visual studio. I'm running the .NET Framework 4.7.1.

To be clear:
MyExecutable.exe:
fffe1534
clr!DomainAssembly::DeliverAsyncEvents+0x40

I have a work around for now I simply construct my static class very soon the the application but I'm wondering if it's a known issue or if I'm doing something wrong.

Again the application works fine when not running it with visual studio.

Visual Studio Professional 2017
Version 15.6.1

.Net Framework
Version 4.7.02558","Deadlock occuring after calling GetTypes() in visual studio First of all I'm new to this I'm not even sure I'm posting this at the right place. That being said here is my problem.

I have a C# application that lazy load a dll. In the constructor of a static class in that dll I have a call to GetTypes(). The problem seems to occur with a specific timming and only happens when running the application from visual studio. I'm running the .NET Framework 4.7.1.

To be clear:
MyExecutable.exe:
fffe1534
clr!DomainAssembly::DeliverAsyncEvents+0x40

I have a work around for now I simply construct my static class very soon the the application but I'm wondering if it's a known issue or if I'm doing something wrong.

Again the application works fine when not running it with visual studio.

Visual Studio Professional 2017
Version 15.6.1

.Net Framework
Version 4.7.02558",area-AssemblyLoader,jkotas,21/06/2018 8:28,23/06/2018 3:37
18579,"DateTime.ToString(""d"") formats differently on Mac OS and Windows","When I have a DateTime that I call  I would expect that the formatted string would be the same on different platforms but for a date ""9/25/2017"" it produces 9/25/17 on MacOS and 9/25/2017 on windows.","DateTime.ToString(""d"") formats differently on Mac OS and Windows When I have a DateTime that I call  I would expect that the formatted string would be the same on different platforms but for a date ""9/25/2017"" it produces 9/25/17 on MacOS and 9/25/2017 on windows.",area-System.Globalization,jkotas,21/06/2018 6:10,21/06/2018 23:45
18577,ASP.NET core web API - OOM on Ubuntu after upgrade to 2.1.,"We have a .net core web API running on AWS Ubuntu 16.04 VM.
The API is using EF to query a relatively small DB and makes a lot of external requests due to integrations with other systems. After we upgraded to 2.1. we started to have serious OOM problems on production.  During the upgrade we haven't changed much in our execution logic aside from the changes needed to support the changes in the APIs. I made sure we are reusing HttpClients and that the DBContext objects are scoped honestly I don't think it is a memory leak from changes in our code. Moreover the app was running on the same environment with the same user load for roughly a year without problems. We make deployments regularly but let's say it could be running continuously for two weeks.

After the upgrade it consumes 6GB of ram for several hours and then crashes with OOM (actually the whole server crashes). The strange thing is that the memory used by the app goes up and barely goes down even in idle times. It's like barely anything gets released.

Looking at memory snapshots I can see a lot of memory cache collections growing big many of them used by entity framework and the Json.Net lib.

I'm sure that all that memory caching improves performance but my assumption is that the app should trade off performance for memory use based on the params of the system. Also it seems like the GC doesn't release memory but I'm not very familiar with how its implemented. I wonder why it used to work fine with 1.1. We are using supervisor to start and motor the service not sure if it matters but this is also not new.

Is there some important configuration I could be missing to tell the system how much in-memory caching it could do?

Checked a few issues which might be related but none seemed to offer a solution so far and I was not sure which is the 'most' related so I created this one. 

Possibly related:
https://github.com/dotnet/coreclr/issues/18044
https://github.com/dotnet/coreclr/issues/5551
https://github.com/aspnet/Home/issues/1976 (similar to what danports describes here and we are also considering downgrading after days of struggle) 

I noticed that most people reporting the problem are reporting it with web api projects. We have another dot net MVC app running on that machine which doesn't seem to have the problem but it has a significantly lower load the API is just faster to exhaust the memory.
","ASP.NET core web API - OOM on Ubuntu after upgrade to 2.1. We have a .net core web API running on AWS Ubuntu 16.04 VM.
The API is using EF to query a relatively small DB and makes a lot of external requests due to integrations with other systems. After we upgraded to 2.1. we started to have serious OOM problems on production.  During the upgrade we haven't changed much in our execution logic aside from the changes needed to support the changes in the APIs. I made sure we are reusing HttpClients and that the DBContext objects are scoped honestly I don't think it is a memory leak from changes in our code. Moreover the app was running on the same environment with the same user load for roughly a year without problems. We make deployments regularly but let's say it could be running continuously for two weeks.

After the upgrade it consumes 6GB of ram for several hours and then crashes with OOM (actually the whole server crashes). The strange thing is that the memory used by the app goes up and barely goes down even in idle times. It's like barely anything gets released.

Looking at memory snapshots I can see a lot of memory cache collections growing big many of them used by entity framework and the Json.Net lib.

I'm sure that all that memory caching improves performance but my assumption is that the app should trade off performance for memory use based on the params of the system. Also it seems like the GC doesn't release memory but I'm not very familiar with how its implemented. I wonder why it used to work fine with 1.1. We are using supervisor to start and motor the service not sure if it matters but this is also not new.

Is there some important configuration I could be missing to tell the system how much in-memory caching it could do?

Checked a few issues which might be related but none seemed to offer a solution so far and I was not sure which is the 'most' related so I created this one. 

Possibly related:
https://github.com/dotnet/coreclr/issues/18044
https://github.com/dotnet/coreclr/issues/5551
https://github.com/aspnet/Home/issues/1976 (similar to what danports describes here and we are also considering downgrading after days of struggle) 

I noticed that most people reporting the problem are reporting it with web api projects. We have another dot net MVC app running on that machine which doesn't seem to have the problem but it has a significantly lower load the API is just faster to exhaust the memory.
",area-GC,jkotas,21/06/2018 5:24,18/04/2019 10:33
18576,Mirror changes from Anipik/ corefx,"This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**","Mirror changes from Anipik/ corefx This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**",,Anipik,,
18572,Port Fix handling of generating relative path to parent (#18460),"Port of #18460

Fixes #30263","Port Fix handling of generating relative path to parent (#18460) Port of #18460

Fixes #30263",area-System.IO,JeremyKuhne,,
18565,Timeout build failures in 'prodcon/coreclr/release/2.1/' - '20180620.01',"There were a set of failures during this build. Here is a summary of these:
* https://devdiv.visualstudio.com/DefaultCollection/DevDiv/_build?_a=summary&buildId=1790648
  - **Agent:** DDVSOLINUXAGE003
  - **Error log:** The job running on agent DDVSOLINUXAGE003 has exceeded the maximum execution time of 90....

* https://devdiv.visualstudio.com/DefaultCollection/DevDiv/_build?_a=summary&buildId=1790650
  - **Agent:** DDVSOLINUXAGE005
  - **Error log:** The job running on agent DDVSOLINUXAGE005 has exceeded the maximum execution time of 90....

@mmitche @RussKeldorph
","Timeout build failures in 'prodcon/coreclr/release/2.1/' - '20180620.01' There were a set of failures during this build. Here is a summary of these:
* https://devdiv.visualstudio.com/DefaultCollection/DevDiv/_build?_a=summary&buildId=1790648
  - **Agent:** DDVSOLINUXAGE003
  - **Error log:** The job running on agent DDVSOLINUXAGE003 has exceeded the maximum execution time of 90....

* https://devdiv.visualstudio.com/DefaultCollection/DevDiv/_build?_a=summary&buildId=1790650
  - **Agent:** DDVSOLINUXAGE005
  - **Error log:** The job running on agent DDVSOLINUXAGE005 has exceeded the maximum execution time of 90....

@mmitche @RussKeldorph
",area-Infrastructure-coreclr,mmitche,20/06/2018 18:05,6/07/2018 6:50
18564,Segmentation fault in WKS::gc_heap::mark_object_simple on Linux,"On a linux machine running CentOS  7.5.1804 and Dotnet 2.1.300 I get the following segfault:



The program runs without problems in Windows. The only native library used is System.Data.SqlClient otherwise its all no-unsafe C# code. Unfortunately I have not been successful in reproducing the bug in a smaller program and I cannot share the original program.

It's possibly (likely?) a memory corruption bug and not a GC bug as I have also experienced some weird C# exceptions (stuff that should be logically impossible).","Segmentation fault in WKS::gc_heap::mark_object_simple on Linux On a linux machine running CentOS  7.5.1804 and Dotnet 2.1.300 I get the following segfault:



The program runs without problems in Windows. The only native library used is System.Data.SqlClient otherwise its all no-unsafe C# code. Unfortunately I have not been successful in reproducing the bug in a smaller program and I cannot share the original program.

It's possibly (likely?) a memory corruption bug and not a GC bug as I have also experienced some weird C# exceptions (stuff that should be logically impossible).",question,Maoni0,20/06/2018 17:06,12/01/2019 8:42
18562,R2R Dumper treats READYTORUN_SECTION_RUNTIME_FUNCTIONS as required,"Currently the dumper requires READYTORUN_SECTION_RUNTIME_FUNCTIONS section to be present. It is actually optional - see https://github.com/dotnet/coreclr/blob/master/src/vm/readytoruninfo.cpp#L551

We should handle the case where it's missing gracefully in r2rdump.","R2R Dumper treats READYTORUN_SECTION_RUNTIME_FUNCTIONS as required Currently the dumper requires READYTORUN_SECTION_RUNTIME_FUNCTIONS section to be present. It is actually optional - see https://github.com/dotnet/coreclr/blob/master/src/vm/readytoruninfo.cpp#L551

We should handle the case where it's missing gracefully in r2rdump.",area-ReadyToRun,acmyu,,
18560,GC.GetAllocatedBytesForCurrentThread always returns 0 when processor affinity is set to single proc,"When the processor affinity is set in explicit way 

@jkotas @Maoni0 is this expected behavior? am I doing something wrong? 

I am porting CoreCLR benchmarks from xunit-performance to BenchmarkDotNet and I have faced this issue today when I was comparing the results of some unstable benchmarks with affinity set and without.

/cc @jorive 
","GC.GetAllocatedBytesForCurrentThread always returns 0 when processor affinity is set to single proc When the processor affinity is set in explicit way 

@jkotas @Maoni0 is this expected behavior? am I doing something wrong? 

I am porting CoreCLR benchmarks from xunit-performance to BenchmarkDotNet and I have faced this issue today when I was comparing the results of some unstable benchmarks with affinity set and without.

/cc @jorive 
",area-GC,VSadov,,
18559,Mirror changes from Anipik/ corefx,"This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**","Mirror changes from Anipik/ corefx This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**",,Anipik,,
18558,Mirror changes from Anipik/ corefx,"This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**","Mirror changes from Anipik/ corefx This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**",,Anipik,,
18557,Mirror changes from dotnet/corefx,"This PR contains mirrored changes from dotnet/corefx


**Please REBASE this PR when merging**","Mirror changes from dotnet/corefx This PR contains mirrored changes from dotnet/corefx


**Please REBASE this PR when merging**",,ViktorHofer,,
18554,Mirror changes from Anipik/ corefx,"This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**","Mirror changes from Anipik/ corefx This PR contains mirrored changes from Anipik/ corefx


**Please REBASE this PR when merging**",,Anipik,,
18553,SSE2 Insert (pinsrw) has incorrect encoding on containment form,"SSE2 .

SSE4.1 Insert works fine and this bug seems introduced from the recent containment change.

I will look into this issue. cc @CarolEidt @tannergooding ","SSE2 Insert (pinsrw) has incorrect encoding on containment form SSE2 .

SSE4.1 Insert works fine and this bug seems introduced from the recent containment change.

I will look into this issue. cc @CarolEidt @tannergooding ",arch-x64,fiigii,,
18551,Avoid extra allocation in IDNA,Fixes #18545,Avoid extra allocation in IDNA Fixes #18545,area-System.Globalization,stephentoub,20/06/2018 4:30,20/06/2018 11:50
18549,Remove sbyte overloads of Intel AES intrinsics,Currently each ,Remove sbyte overloads of Intel AES intrinsics Currently each ,area-CodeGen,fiigii,,
18546,Avoid two unnecessary string.Substring calls in PunycodeDecode,cc: @tarekgh @krwq ,Avoid two unnecessary string.Substring calls in PunycodeDecode cc: @tarekgh @krwq ,area-System.Globalization,tarekgh,20/06/2018 2:24,20/06/2018 7:28
18545,GlobalizationMode.Invariant's PunycodeDecode repeatedly calling StringBuilder.ToString,"See all of these calls to  isn't changing in this region:
https://github.com/dotnet/coreclr/blob/473d9b09c7e000480f41021c94fbffeae27cb179/src/System.Private.CoreLib/shared/System/Globalization/IdnMapping.cs#L776-L806

Seems like this should either a) create the string once rather than repeatedly creating it or b) retrieve the char from the StringBuilder to test it rather than using a string and an index.  In other words worst case we should be allocating one string here best case zero.  Given the potential expense of indexing into a StringBuilder I'm not sure which ends up being faster.

cc: @tarekgh @krwq ","GlobalizationMode.Invariant's PunycodeDecode repeatedly calling StringBuilder.ToString See all of these calls to  isn't changing in this region:
https://github.com/dotnet/coreclr/blob/473d9b09c7e000480f41021c94fbffeae27cb179/src/System.Private.CoreLib/shared/System/Globalization/IdnMapping.cs#L776-L806

Seems like this should either a) create the string once rather than repeatedly creating it or b) retrieve the char from the StringBuilder to test it rather than using a string and an index.  In other words worst case we should be allocating one string here best case zero.  Given the potential expense of indexing into a StringBuilder I'm not sure which ends up being faster.

cc: @tarekgh @krwq ",area-System.Globalization,tarekgh,20/06/2018 2:16,20/06/2018 11:50
18544,[Linux/arm64]  GitHub_18497 fails with assert,"

@Caroleidt To track new failure introduced in #18499","[Linux/arm64]  GitHub_18497 fails with assert 

@Caroleidt To track new failure introduced in #18499",arch-arm64,CarolEidt,,
18543,Internal Error in the .NET Runtime,"Hi All
I'm not sure the right place to ask this but I could use some help.
It looks as though after an upgrade to .NET 4.7 we're having our apps randomly crash.
We're seeing errors like this:
Faulting module name: clr.dll version: 4.7.3110.0 time stamp: 0x5ae8c35b
Exception code: 0x800703e9
Fault offset: 0x002b15da
Faulting process id: 0x3110
Faulting application start time: 0x01d407cfc700c079
The process was terminated due to an internal error in the .NET Runtime at IP 72F215DA (72C70000) with exit code 800703e9.

What is the right process for getting this resolved?
","Internal Error in the .NET Runtime Hi All
I'm not sure the right place to ask this but I could use some help.
It looks as though after an upgrade to .NET 4.7 we're having our apps randomly crash.
We're seeing errors like this:
Faulting module name: clr.dll version: 4.7.3110.0 time stamp: 0x5ae8c35b
Exception code: 0x800703e9
Fault offset: 0x002b15da
Faulting process id: 0x3110
Faulting application start time: 0x01d407cfc700c079
The process was terminated due to an internal error in the .NET Runtime at IP 72F215DA (72C70000) with exit code 800703e9.

What is the right process for getting this resolved?
",question,RussKeldorph,20/06/2018 0:16,12/01/2019 8:39
18542,Inlined Struct wrapper .ctors are non-zero cost,"(Some now fixed by https://github.com/dotnet/coreclr/pull/19429)

This is problematic for example when adding formatting and/or buffering capabilities over 

category:cq
theme:structs
skill-level:expert
cost:medium","Inlined Struct wrapper .ctors are non-zero cost (Some now fixed by https://github.com/dotnet/coreclr/pull/19429)

This is problematic for example when adding formatting and/or buffering capabilities over 

category:cq
theme:structs
skill-level:expert
cost:medium",area-CodeGen,mikedn,19/06/2018 22:57,
18541,0xc0000005(Access violation) when StackOverflow happen in async path?,"Test with win10x64 netcoreapp2.1 vscode1.25(Insider)

Debug in vscode/vs. You can see app exited with 

</details>","0xc0000005(Access violation) when StackOverflow happen in async path? Test with win10x64 netcoreapp2.1 vscode1.25(Insider)

Debug in vscode/vs. You can see app exited with 

</details>",area-Diagnostics,jkotas,19/06/2018 22:47,
18539,Call native methods of the CLR itself from managed code,"Hi 
is it possible to call a c++ method of the program that hosts the CoreCLR from inside the loaded managed assembly?

I need to integrate a C# programm into my C++ simulation project. So I successfully set up my C++ Project to hosted the CoreCLR and I'm able to call functions from the C# Code.
Now the C# itself needs to call into the C++ Code.

I tried native calls using [DllImport] with some test library successfully. But the external method symbols should be looked up in the main programm instead of another lib like you can do with dlopen(NULL) on linux.

I have done that whole integration in mono a few month ago but as the C# code was origianaly build for .NET Core I want to go with it now.

In Mono you can use the __Internal keyword with the DllImport attribute to encounter this topic. Is there any possibility to do the same with .NETCore? 

Regards
Jens

PS: I cannot use LoadLibrary() since I'm on linux and hence cannot use the kernel32.dll","Call native methods of the CLR itself from managed code Hi 
is it possible to call a c++ method of the program that hosts the CoreCLR from inside the loaded managed assembly?

I need to integrate a C# programm into my C++ simulation project. So I successfully set up my C++ Project to hosted the CoreCLR and I'm able to call functions from the C# Code.
Now the C# itself needs to call into the C++ Code.

I tried native calls using [DllImport] with some test library successfully. But the external method symbols should be looked up in the main programm instead of another lib like you can do with dlopen(NULL) on linux.

I have done that whole integration in mono a few month ago but as the C# code was origianaly build for .NET Core I want to go with it now.

In Mono you can use the __Internal keyword with the DllImport attribute to encounter this topic. Is there any possibility to do the same with .NETCore? 

Regards
Jens

PS: I cannot use LoadLibrary() since I'm on linux and hence cannot use the kernel32.dll",area-Interop,jkotas,19/06/2018 21:23,4/01/2019 13:28
